"","edgeid","author","mentioned","degree_author","weight","vertexid","x","y","order"
"573",287,"@cem_oezdemir","@hubertus_heil",40,32,10,0.309016994374947,0.951056516295154,"1"
"574",287,"@cem_oezdemir","@hubertus_heil",40,32,17,-0.615661475325658,0.788010753606722,"2"
"575",288,"@cem_oezdemir","@JTrittin",40,221,10,0.309016994374947,0.951056516295154,"1"
"576",288,"@cem_oezdemir","@JTrittin",40,221,18,-0.719339800338651,0.694658370458997,"2"
"577",289,"@cem_oezdemir","@juergenhardt",40,13,10,0.309016994374947,0.951056516295154,"1"
"578",289,"@cem_oezdemir","@juergenhardt",40,13,19,-0.809016994374947,0.587785252292473,"2"
"579",290,"@cem_oezdemir","@JuliaKloeckner",40,118,10,0.309016994374947,0.951056516295154,"1"
"580",290,"@cem_oezdemir","@JuliaKloeckner",40,118,20,-0.882947592858927,0.469471562785891,"2"
"581",291,"@cem_oezdemir","@katjakipping",40,16,10,0.309016994374947,0.951056516295154,"1"
"582",291,"@cem_oezdemir","@katjakipping",40,16,21,-0.939692620785908,0.342020143325669,"2"
"583",292,"@cem_oezdemir","@KoenigsGruen",40,1,10,0.309016994374947,0.951056516295154,"1"
"584",292,"@cem_oezdemir","@KoenigsGruen",40,1,22,-0.978147600733806,0.207911690817759,"2"
"585",293,"@cem_oezdemir","@Markus_Soeder",40,1,10,0.309016994374947,0.951056516295154,"1"
"586",293,"@cem_oezdemir","@Markus_Soeder",40,1,23,-0.997564050259824,0.0697564737441255,"2"
"587",294,"@cem_oezdemir","@MartinSchulz",40,5,10,0.309016994374947,0.951056516295154,"1"
"588",294,"@cem_oezdemir","@MartinSchulz",40,5,24,-0.997564050259824,-0.0697564737441253,"2"
"589",295,"@cem_oezdemir","@MGrosseBroemer",40,106,10,0.309016994374947,0.951056516295154,"1"
"590",295,"@cem_oezdemir","@MGrosseBroemer",40,106,26,-0.939692620785908,-0.342020143325669,"2"
"591",296,"@cem_oezdemir","@nouripour",40,117,10,0.309016994374947,0.951056516295154,"1"
"592",296,"@cem_oezdemir","@nouripour",40,117,27,-0.882947592858927,-0.469471562785891,"2"
"593",297,"@cem_oezdemir","@oezoguz",40,1,10,0.309016994374947,0.951056516295154,"1"
"594",297,"@cem_oezdemir","@oezoguz",40,1,28,-0.809016994374948,-0.587785252292473,"2"
"595",298,"@cem_oezdemir","@OlafScholz",40,18,10,0.309016994374947,0.951056516295154,"1"
"596",298,"@cem_oezdemir","@OlafScholz",40,18,29,-0.719339800338651,-0.694658370458997,"2"
"597",299,"@cem_oezdemir","@peter_simone",40,1114,10,0.309016994374947,0.951056516295154,"1"
"598",299,"@cem_oezdemir","@peter_simone",40,1114,30,-0.615661475325658,-0.788010753606722,"2"
"599",300,"@cem_oezdemir","@peteraltmaier",40,27,10,0.309016994374947,0.951056516295154,"1"
"600",300,"@cem_oezdemir","@peteraltmaier",40,27,31,-0.5,-0.866025403784438,"2"
"601",301,"@cem_oezdemir","@petertauber",40,101,10,0.309016994374947,0.951056516295154,"1"
"602",301,"@cem_oezdemir","@petertauber",40,101,32,-0.374606593415912,-0.927183854566787,"2"
"603",302,"@cem_oezdemir","@PetraPauMaHe",40,12,10,0.309016994374947,0.951056516295154,"1"
"604",302,"@cem_oezdemir","@PetraPauMaHe",40,12,33,-0.241921895599668,-0.970295726275996,"2"
"605",303,"@cem_oezdemir","@Ralf_Stegner",40,116,10,0.309016994374947,0.951056516295154,"1"
"606",303,"@cem_oezdemir","@Ralf_Stegner",40,116,35,0.0348994967025013,-0.999390827019096,"2"
"607",304,"@cem_oezdemir","@RegSprecher",40,2,10,0.309016994374947,0.951056516295154,"1"
"608",304,"@cem_oezdemir","@RegSprecher",40,2,36,0.17364817766693,-0.984807753012208,"2"
"609",305,"@cem_oezdemir","@RenateKuenast",40,181,10,0.309016994374947,0.951056516295154,"1"
"610",305,"@cem_oezdemir","@RenateKuenast",40,181,37,0.309016994374947,-0.951056516295154,"2"
"611",306,"@cem_oezdemir","@sigmargabriel",40,22,10,0.309016994374947,0.951056516295154,"1"
"612",306,"@cem_oezdemir","@sigmargabriel",40,22,38,0.438371146789077,-0.898794046299167,"2"
"613",307,"@cem_oezdemir","@SteinbachErika",40,2,10,0.309016994374947,0.951056516295154,"1"
"614",307,"@cem_oezdemir","@SteinbachErika",40,2,39,0.559192903470747,-0.829037572555042,"2"
"615",308,"@cem_oezdemir","@sven_giegold",40,3,10,0.309016994374947,0.951056516295154,"1"
"616",308,"@cem_oezdemir","@sven_giegold",40,3,40,0.669130606358858,-0.743144825477395,"2"
"617",309,"@cem_oezdemir","@ThomasOppermann",40,106,10,0.309016994374947,0.951056516295154,"1"
"618",309,"@cem_oezdemir","@ThomasOppermann",40,106,42,0.848048096156426,-0.529919264233205,"2"
"619",310,"@cem_oezdemir","@tsghessen",40,102,10,0.309016994374947,0.951056516295154,"1"
"620",310,"@cem_oezdemir","@tsghessen",40,102,43,0.913545457642601,-0.4067366430758,"2"
"621",311,"@cem_oezdemir","@Volker_Beck",40,793,10,0.309016994374947,0.951056516295154,"1"
"622",311,"@cem_oezdemir","@Volker_Beck",40,793,44,0.961261695938319,-0.275637355816999,"2"
"623",312,"@ernst_klaus","@GoeringEckardt",6,1,11,0.17364817766693,0.984807753012208,"1"
"624",312,"@ernst_klaus","@GoeringEckardt",6,1,13,-0.104528463267654,0.994521895368273,"2"
"625",313,"@ernst_klaus","@RenateKuenast",6,1,11,0.17364817766693,0.984807753012208,"1"
"626",313,"@ernst_klaus","@RenateKuenast",6,1,37,0.309016994374947,-0.951056516295154,"2"
"627",314,"@ernst_klaus","@sigmargabriel",6,2,11,0.17364817766693,0.984807753012208,"1"
"628",314,"@ernst_klaus","@sigmargabriel",6,2,38,0.438371146789077,-0.898794046299167,"2"
"629",315,"@FlorianPronold","@GoeringEckardt",30,26,12,0.0348994967025011,0.999390827019096,"1"
"630",315,"@FlorianPronold","@GoeringEckardt",30,26,13,-0.104528463267654,0.994521895368273,"2"
"631",316,"@FlorianPronold","@HanneloreKraft",30,40,12,0.0348994967025011,0.999390827019096,"1"
"632",316,"@FlorianPronold","@HanneloreKraft",30,40,16,-0.5,0.866025403784439,"2"
"633",317,"@FlorianPronold","@hubertus_heil",30,36,12,0.0348994967025011,0.999390827019096,"1"
"634",317,"@FlorianPronold","@hubertus_heil",30,36,17,-0.615661475325658,0.788010753606722,"2"
"635",318,"@FlorianPronold","@JTrittin",30,1,12,0.0348994967025011,0.999390827019096,"1"
"636",318,"@FlorianPronold","@JTrittin",30,1,18,-0.719339800338651,0.694658370458997,"2"
"637",319,"@FlorianPronold","@juergenhardt",30,6,12,0.0348994967025011,0.999390827019096,"1"
"638",319,"@FlorianPronold","@juergenhardt",30,6,19,-0.809016994374947,0.587785252292473,"2"
"639",320,"@FlorianPronold","@JuliaKloeckner",30,64,12,0.0348994967025011,0.999390827019096,"1"
"640",320,"@FlorianPronold","@JuliaKloeckner",30,64,20,-0.882947592858927,0.469471562785891,"2"
"641",321,"@FlorianPronold","@katjakipping",30,30,12,0.0348994967025011,0.999390827019096,"1"
"642",321,"@FlorianPronold","@katjakipping",30,30,21,-0.939692620785908,0.342020143325669,"2"
"643",322,"@FlorianPronold","@MartinSchulz",30,32,12,0.0348994967025011,0.999390827019096,"1"
"644",322,"@FlorianPronold","@MartinSchulz",30,32,24,-0.997564050259824,-0.0697564737441253,"2"
"645",323,"@FlorianPronold","@MGrosseBroemer",30,107,12,0.0348994967025011,0.999390827019096,"1"
"646",323,"@FlorianPronold","@MGrosseBroemer",30,107,26,-0.939692620785908,-0.342020143325669,"2"
"647",324,"@FlorianPronold","@nouripour",30,15,12,0.0348994967025011,0.999390827019096,"1"
"648",324,"@FlorianPronold","@nouripour",30,15,27,-0.882947592858927,-0.469471562785891,"2"
"649",325,"@FlorianPronold","@oezoguz",30,4,12,0.0348994967025011,0.999390827019096,"1"
"650",325,"@FlorianPronold","@oezoguz",30,4,28,-0.809016994374948,-0.587785252292473,"2"
"651",326,"@FlorianPronold","@OlafScholz",30,42,12,0.0348994967025011,0.999390827019096,"1"
"652",326,"@FlorianPronold","@OlafScholz",30,42,29,-0.719339800338651,-0.694658370458997,"2"
"653",327,"@FlorianPronold","@peter_simone",30,6,12,0.0348994967025011,0.999390827019096,"1"
"654",327,"@FlorianPronold","@peter_simone",30,6,30,-0.615661475325658,-0.788010753606722,"2"
"655",328,"@FlorianPronold","@peteraltmaier",30,13,12,0.0348994967025011,0.999390827019096,"1"
"656",328,"@FlorianPronold","@peteraltmaier",30,13,31,-0.5,-0.866025403784438,"2"
"657",329,"@FlorianPronold","@petertauber",30,12,12,0.0348994967025011,0.999390827019096,"1"
"658",329,"@FlorianPronold","@petertauber",30,12,32,-0.374606593415912,-0.927183854566787,"2"
"659",330,"@FlorianPronold","@Ralf_Stegner",30,159,12,0.0348994967025011,0.999390827019096,"1"
"660",330,"@FlorianPronold","@Ralf_Stegner",30,159,35,0.0348994967025013,-0.999390827019096,"2"
"661",331,"@FlorianPronold","@RenateKuenast",30,34,12,0.0348994967025011,0.999390827019096,"1"
"662",331,"@FlorianPronold","@RenateKuenast",30,34,37,0.309016994374947,-0.951056516295154,"2"
"663",332,"@FlorianPronold","@sigmargabriel",30,29,12,0.0348994967025011,0.999390827019096,"1"
"664",332,"@FlorianPronold","@sigmargabriel",30,29,38,0.438371146789077,-0.898794046299167,"2"
"665",333,"@FlorianPronold","@ThomasOppermann",30,46,12,0.0348994967025011,0.999390827019096,"1"
"666",333,"@FlorianPronold","@ThomasOppermann",30,46,42,0.848048096156426,-0.529919264233205,"2"
"667",334,"@FlorianPronold","@tsghessen",30,663,12,0.0348994967025011,0.999390827019096,"1"
"668",334,"@FlorianPronold","@tsghessen",30,663,43,0.913545457642601,-0.4067366430758,"2"
"669",335,"@FlorianPronold","@Volker_Beck",30,24,12,0.0348994967025011,0.999390827019096,"1"
"670",335,"@FlorianPronold","@Volker_Beck",30,24,44,0.961261695938319,-0.275637355816999,"2"
"671",336,"@GoeringEckardt","@groehe",39,3,13,-0.104528463267654,0.994521895368273,"1"
"672",336,"@GoeringEckardt","@groehe",39,3,14,-0.241921895599668,0.970295726275996,"2"
"673",337,"@GoeringEckardt","@Halina_Waw",39,4,13,-0.104528463267654,0.994521895368273,"1"
"674",337,"@GoeringEckardt","@Halina_Waw",39,4,15,-0.374606593415912,0.927183854566787,"2"
"675",338,"@GoeringEckardt","@HanneloreKraft",39,15,13,-0.104528463267654,0.994521895368273,"1"
"676",338,"@GoeringEckardt","@HanneloreKraft",39,15,16,-0.5,0.866025403784439,"2"
"677",339,"@GoeringEckardt","@hubertus_heil",39,100,13,-0.104528463267654,0.994521895368273,"1"
"678",339,"@GoeringEckardt","@hubertus_heil",39,100,17,-0.615661475325658,0.788010753606722,"2"
"679",340,"@GoeringEckardt","@JTrittin",39,359,13,-0.104528463267654,0.994521895368273,"1"
"680",340,"@GoeringEckardt","@JTrittin",39,359,18,-0.719339800338651,0.694658370458997,"2"
"681",341,"@GoeringEckardt","@juergenhardt",39,25,13,-0.104528463267654,0.994521895368273,"1"
"682",341,"@GoeringEckardt","@juergenhardt",39,25,19,-0.809016994374947,0.587785252292473,"2"
"683",342,"@GoeringEckardt","@JuliaKloeckner",39,141,13,-0.104528463267654,0.994521895368273,"1"
"684",342,"@GoeringEckardt","@JuliaKloeckner",39,141,20,-0.882947592858927,0.469471562785891,"2"
"685",343,"@GoeringEckardt","@katjakipping",39,68,13,-0.104528463267654,0.994521895368273,"1"
"686",343,"@GoeringEckardt","@katjakipping",39,68,21,-0.939692620785908,0.342020143325669,"2"
"687",344,"@GoeringEckardt","@KoenigsGruen",39,6,13,-0.104528463267654,0.994521895368273,"1"
"688",344,"@GoeringEckardt","@KoenigsGruen",39,6,22,-0.978147600733806,0.207911690817759,"2"
"689",345,"@GoeringEckardt","@MartinSchulz",39,20,13,-0.104528463267654,0.994521895368273,"1"
"690",345,"@GoeringEckardt","@MartinSchulz",39,20,24,-0.997564050259824,-0.0697564737441253,"2"
"691",346,"@GoeringEckardt","@MGrosseBroemer",39,218,13,-0.104528463267654,0.994521895368273,"1"
"692",346,"@GoeringEckardt","@MGrosseBroemer",39,218,26,-0.939692620785908,-0.342020143325669,"2"
"693",347,"@GoeringEckardt","@nouripour",39,341,13,-0.104528463267654,0.994521895368273,"1"
"694",347,"@GoeringEckardt","@nouripour",39,341,27,-0.882947592858927,-0.469471562785891,"2"
"695",348,"@GoeringEckardt","@oezoguz",39,2,13,-0.104528463267654,0.994521895368273,"1"
"696",348,"@GoeringEckardt","@oezoguz",39,2,28,-0.809016994374948,-0.587785252292473,"2"
"697",349,"@GoeringEckardt","@OlafScholz",39,42,13,-0.104528463267654,0.994521895368273,"1"
"698",349,"@GoeringEckardt","@OlafScholz",39,42,29,-0.719339800338651,-0.694658370458997,"2"
"699",350,"@GoeringEckardt","@peter_simone",39,1625,13,-0.104528463267654,0.994521895368273,"1"
"700",350,"@GoeringEckardt","@peter_simone",39,1625,30,-0.615661475325658,-0.788010753606722,"2"
"701",351,"@GoeringEckardt","@peteraltmaier",39,35,13,-0.104528463267654,0.994521895368273,"1"
"702",351,"@GoeringEckardt","@peteraltmaier",39,35,31,-0.5,-0.866025403784438,"2"
"703",352,"@GoeringEckardt","@petertauber",39,94,13,-0.104528463267654,0.994521895368273,"1"
"704",352,"@GoeringEckardt","@petertauber",39,94,32,-0.374606593415912,-0.927183854566787,"2"
"705",353,"@GoeringEckardt","@PetraPauMaHe",39,8,13,-0.104528463267654,0.994521895368273,"1"
"706",353,"@GoeringEckardt","@PetraPauMaHe",39,8,33,-0.241921895599668,-0.970295726275996,"2"
"707",354,"@GoeringEckardt","@Ralf_Stegner",39,164,13,-0.104528463267654,0.994521895368273,"1"
"708",354,"@GoeringEckardt","@Ralf_Stegner",39,164,35,0.0348994967025013,-0.999390827019096,"2"
"709",355,"@GoeringEckardt","@RegSprecher",39,2,13,-0.104528463267654,0.994521895368273,"1"
"710",355,"@GoeringEckardt","@RegSprecher",39,2,36,0.17364817766693,-0.984807753012208,"2"
"711",356,"@GoeringEckardt","@RenateKuenast",39,421,13,-0.104528463267654,0.994521895368273,"1"
"712",356,"@GoeringEckardt","@RenateKuenast",39,421,37,0.309016994374947,-0.951056516295154,"2"
"713",357,"@GoeringEckardt","@sigmargabriel",39,48,13,-0.104528463267654,0.994521895368273,"1"
"714",357,"@GoeringEckardt","@sigmargabriel",39,48,38,0.438371146789077,-0.898794046299167,"2"
"715",358,"@GoeringEckardt","@SteinbachErika",39,3,13,-0.104528463267654,0.994521895368273,"1"
"716",358,"@GoeringEckardt","@SteinbachErika",39,3,39,0.559192903470747,-0.829037572555042,"2"
"717",359,"@GoeringEckardt","@sven_giegold",39,5,13,-0.104528463267654,0.994521895368273,"1"
"718",359,"@GoeringEckardt","@sven_giegold",39,5,40,0.669130606358858,-0.743144825477395,"2"
"719",360,"@GoeringEckardt","@ThomasOppermann",39,188,13,-0.104528463267654,0.994521895368273,"1"
"720",360,"@GoeringEckardt","@ThomasOppermann",39,188,42,0.848048096156426,-0.529919264233205,"2"
"721",361,"@GoeringEckardt","@tsghessen",39,323,13,-0.104528463267654,0.994521895368273,"1"
"722",361,"@GoeringEckardt","@tsghessen",39,323,43,0.913545457642601,-0.4067366430758,"2"
"723",362,"@GoeringEckardt","@Volker_Beck",39,564,13,-0.104528463267654,0.994521895368273,"1"
"724",362,"@GoeringEckardt","@Volker_Beck",39,564,44,0.961261695938319,-0.275637355816999,"2"
"725",363,"@groehe","@hubertus_heil",23,4,14,-0.241921895599668,0.970295726275996,"1"
"726",363,"@groehe","@hubertus_heil",23,4,17,-0.615661475325658,0.788010753606722,"2"
"727",364,"@groehe","@JTrittin",23,1,14,-0.241921895599668,0.970295726275996,"1"
"728",364,"@groehe","@JTrittin",23,1,18,-0.719339800338651,0.694658370458997,"2"
"729",365,"@groehe","@JuliaKloeckner",23,7,14,-0.241921895599668,0.970295726275996,"1"
"730",365,"@groehe","@JuliaKloeckner",23,7,20,-0.882947592858927,0.469471562785891,"2"
"731",366,"@groehe","@MGrosseBroemer",23,19,14,-0.241921895599668,0.970295726275996,"1"
"732",366,"@groehe","@MGrosseBroemer",23,19,26,-0.939692620785908,-0.342020143325669,"2"
"733",367,"@groehe","@nouripour",23,2,14,-0.241921895599668,0.970295726275996,"1"
"734",367,"@groehe","@nouripour",23,2,27,-0.882947592858927,-0.469471562785891,"2"
"735",368,"@groehe","@peteraltmaier",23,3,14,-0.241921895599668,0.970295726275996,"1"
"736",368,"@groehe","@peteraltmaier",23,3,31,-0.5,-0.866025403784438,"2"
"737",369,"@groehe","@petertauber",23,13,14,-0.241921895599668,0.970295726275996,"1"
"738",369,"@groehe","@petertauber",23,13,32,-0.374606593415912,-0.927183854566787,"2"
"739",370,"@groehe","@Ralf_Stegner",23,4,14,-0.241921895599668,0.970295726275996,"1"
"740",370,"@groehe","@Ralf_Stegner",23,4,35,0.0348994967025013,-0.999390827019096,"2"
"741",371,"@groehe","@RegSprecher",23,2,14,-0.241921895599668,0.970295726275996,"1"
"742",371,"@groehe","@RegSprecher",23,2,36,0.17364817766693,-0.984807753012208,"2"
"743",372,"@groehe","@RenateKuenast",23,13,14,-0.241921895599668,0.970295726275996,"1"
"744",372,"@groehe","@RenateKuenast",23,13,37,0.309016994374947,-0.951056516295154,"2"
"745",373,"@groehe","@SteinbachErika",23,1,14,-0.241921895599668,0.970295726275996,"1"
"746",373,"@groehe","@SteinbachErika",23,1,39,0.559192903470747,-0.829037572555042,"2"
"747",374,"@groehe","@ThomasOppermann",23,1,14,-0.241921895599668,0.970295726275996,"1"
"748",374,"@groehe","@ThomasOppermann",23,1,42,0.848048096156426,-0.529919264233205,"2"
"749",375,"@groehe","@tsghessen",23,5,14,-0.241921895599668,0.970295726275996,"1"
"750",375,"@groehe","@tsghessen",23,5,43,0.913545457642601,-0.4067366430758,"2"
"751",376,"@groehe","@Volker_Beck",23,38,14,-0.241921895599668,0.970295726275996,"1"
"752",376,"@groehe","@Volker_Beck",23,38,44,0.961261695938319,-0.275637355816999,"2"
"753",377,"@Halina_Waw","@JTrittin",27,3,15,-0.374606593415912,0.927183854566787,"1"
"754",377,"@Halina_Waw","@JTrittin",27,3,18,-0.719339800338651,0.694658370458997,"2"
"755",378,"@Halina_Waw","@juergenhardt",27,2,15,-0.374606593415912,0.927183854566787,"1"
"756",378,"@Halina_Waw","@juergenhardt",27,2,19,-0.809016994374947,0.587785252292473,"2"
"757",379,"@Halina_Waw","@JuliaKloeckner",27,7,15,-0.374606593415912,0.927183854566787,"1"
"758",379,"@Halina_Waw","@JuliaKloeckner",27,7,20,-0.882947592858927,0.469471562785891,"2"
"759",380,"@Halina_Waw","@katjakipping",27,14,15,-0.374606593415912,0.927183854566787,"1"
"760",380,"@Halina_Waw","@katjakipping",27,14,21,-0.939692620785908,0.342020143325669,"2"
"761",381,"@Halina_Waw","@MGrosseBroemer",27,26,15,-0.374606593415912,0.927183854566787,"1"
"762",381,"@Halina_Waw","@MGrosseBroemer",27,26,26,-0.939692620785908,-0.342020143325669,"2"
"763",382,"@Halina_Waw","@nouripour",27,7,15,-0.374606593415912,0.927183854566787,"1"
"764",382,"@Halina_Waw","@nouripour",27,7,27,-0.882947592858927,-0.469471562785891,"2"
"765",383,"@Halina_Waw","@OlafScholz",27,4,15,-0.374606593415912,0.927183854566787,"1"
"766",383,"@Halina_Waw","@OlafScholz",27,4,29,-0.719339800338651,-0.694658370458997,"2"
"767",384,"@Halina_Waw","@peter_simone",27,15,15,-0.374606593415912,0.927183854566787,"1"
"768",384,"@Halina_Waw","@peter_simone",27,15,30,-0.615661475325658,-0.788010753606722,"2"
"769",385,"@Halina_Waw","@peteraltmaier",27,6,15,-0.374606593415912,0.927183854566787,"1"
"770",385,"@Halina_Waw","@peteraltmaier",27,6,31,-0.5,-0.866025403784438,"2"
"771",386,"@Halina_Waw","@petertauber",27,6,15,-0.374606593415912,0.927183854566787,"1"
"772",386,"@Halina_Waw","@petertauber",27,6,32,-0.374606593415912,-0.927183854566787,"2"
"773",387,"@Halina_Waw","@PetraPauMaHe",27,31,15,-0.374606593415912,0.927183854566787,"1"
"774",387,"@Halina_Waw","@PetraPauMaHe",27,31,33,-0.241921895599668,-0.970295726275996,"2"
"775",388,"@Halina_Waw","@Ralf_Stegner",27,7,15,-0.374606593415912,0.927183854566787,"1"
"776",388,"@Halina_Waw","@Ralf_Stegner",27,7,35,0.0348994967025013,-0.999390827019096,"2"
"777",389,"@Halina_Waw","@RegSprecher",27,1,15,-0.374606593415912,0.927183854566787,"1"
"778",389,"@Halina_Waw","@RegSprecher",27,1,36,0.17364817766693,-0.984807753012208,"2"
"779",390,"@Halina_Waw","@RenateKuenast",27,16,15,-0.374606593415912,0.927183854566787,"1"
"780",390,"@Halina_Waw","@RenateKuenast",27,16,37,0.309016994374947,-0.951056516295154,"2"
"781",391,"@Halina_Waw","@SWagenknecht",27,3,15,-0.374606593415912,0.927183854566787,"1"
"782",391,"@Halina_Waw","@SWagenknecht",27,3,41,0.766044443118978,-0.64278760968654,"2"
"783",392,"@Halina_Waw","@ThomasOppermann",27,2,15,-0.374606593415912,0.927183854566787,"1"
"784",392,"@Halina_Waw","@ThomasOppermann",27,2,42,0.848048096156426,-0.529919264233205,"2"
"785",393,"@Halina_Waw","@tsghessen",27,19,15,-0.374606593415912,0.927183854566787,"1"
"786",393,"@Halina_Waw","@tsghessen",27,19,43,0.913545457642601,-0.4067366430758,"2"
"787",394,"@Halina_Waw","@Volker_Beck",27,31,15,-0.374606593415912,0.927183854566787,"1"
"788",394,"@Halina_Waw","@Volker_Beck",27,31,44,0.961261695938319,-0.275637355816999,"2"
"789",395,"@HanneloreKraft","@hubertus_heil",30,12,16,-0.5,0.866025403784439,"1"
"790",395,"@HanneloreKraft","@hubertus_heil",30,12,17,-0.615661475325658,0.788010753606722,"2"
"791",396,"@HanneloreKraft","@JTrittin",30,2,16,-0.5,0.866025403784439,"1"
"792",396,"@HanneloreKraft","@JTrittin",30,2,18,-0.719339800338651,0.694658370458997,"2"
"793",397,"@HanneloreKraft","@juergenhardt",30,3,16,-0.5,0.866025403784439,"1"
"794",397,"@HanneloreKraft","@juergenhardt",30,3,19,-0.809016994374947,0.587785252292473,"2"
"795",398,"@HanneloreKraft","@JuliaKloeckner",30,22,16,-0.5,0.866025403784439,"1"
"796",398,"@HanneloreKraft","@JuliaKloeckner",30,22,20,-0.882947592858927,0.469471562785891,"2"
"797",399,"@HanneloreKraft","@katjakipping",30,10,16,-0.5,0.866025403784439,"1"
"798",399,"@HanneloreKraft","@katjakipping",30,10,21,-0.939692620785908,0.342020143325669,"2"
"799",400,"@HanneloreKraft","@MartinSchulz",30,12,16,-0.5,0.866025403784439,"1"
"800",400,"@HanneloreKraft","@MartinSchulz",30,12,24,-0.997564050259824,-0.0697564737441253,"2"
"801",401,"@HanneloreKraft","@MGrosseBroemer",30,44,16,-0.5,0.866025403784439,"1"
"802",401,"@HanneloreKraft","@MGrosseBroemer",30,44,26,-0.939692620785908,-0.342020143325669,"2"
"803",402,"@HanneloreKraft","@nouripour",30,7,16,-0.5,0.866025403784439,"1"
"804",402,"@HanneloreKraft","@nouripour",30,7,27,-0.882947592858927,-0.469471562785891,"2"
"805",403,"@HanneloreKraft","@oezoguz",30,17,16,-0.5,0.866025403784439,"1"
"806",403,"@HanneloreKraft","@oezoguz",30,17,28,-0.809016994374948,-0.587785252292473,"2"
"807",404,"@HanneloreKraft","@OlafScholz",30,23,16,-0.5,0.866025403784439,"1"
"808",404,"@HanneloreKraft","@OlafScholz",30,23,29,-0.719339800338651,-0.694658370458997,"2"
"809",405,"@HanneloreKraft","@peter_simone",30,19,16,-0.5,0.866025403784439,"1"
"810",405,"@HanneloreKraft","@peter_simone",30,19,30,-0.615661475325658,-0.788010753606722,"2"
"811",406,"@HanneloreKraft","@peteraltmaier",30,11,16,-0.5,0.866025403784439,"1"
"812",406,"@HanneloreKraft","@peteraltmaier",30,11,31,-0.5,-0.866025403784438,"2"
"813",407,"@HanneloreKraft","@petertauber",30,4,16,-0.5,0.866025403784439,"1"
"814",407,"@HanneloreKraft","@petertauber",30,4,32,-0.374606593415912,-0.927183854566787,"2"
"815",408,"@HanneloreKraft","@Ralf_Stegner",30,94,16,-0.5,0.866025403784439,"1"
"816",408,"@HanneloreKraft","@Ralf_Stegner",30,94,35,0.0348994967025013,-0.999390827019096,"2"
"817",409,"@HanneloreKraft","@RenateKuenast",30,12,16,-0.5,0.866025403784439,"1"
"818",409,"@HanneloreKraft","@RenateKuenast",30,12,37,0.309016994374947,-0.951056516295154,"2"
"819",410,"@HanneloreKraft","@sigmargabriel",30,27,16,-0.5,0.866025403784439,"1"
"820",410,"@HanneloreKraft","@sigmargabriel",30,27,38,0.438371146789077,-0.898794046299167,"2"
"821",411,"@HanneloreKraft","@ThomasOppermann",30,21,16,-0.5,0.866025403784439,"1"
"822",411,"@HanneloreKraft","@ThomasOppermann",30,21,42,0.848048096156426,-0.529919264233205,"2"
"823",412,"@HanneloreKraft","@tsghessen",30,319,16,-0.5,0.866025403784439,"1"
"824",412,"@HanneloreKraft","@tsghessen",30,319,43,0.913545457642601,-0.4067366430758,"2"
"825",413,"@HanneloreKraft","@Volker_Beck",30,8,16,-0.5,0.866025403784439,"1"
"826",413,"@HanneloreKraft","@Volker_Beck",30,8,44,0.961261695938319,-0.275637355816999,"2"
"827",414,"@hubertus_heil","@JTrittin",33,20,17,-0.615661475325658,0.788010753606722,"1"
"828",414,"@hubertus_heil","@JTrittin",33,20,18,-0.719339800338651,0.694658370458997,"2"
"829",415,"@hubertus_heil","@juergenhardt",33,8,17,-0.615661475325658,0.788010753606722,"1"
"830",415,"@hubertus_heil","@juergenhardt",33,8,19,-0.809016994374947,0.587785252292473,"2"
"831",416,"@hubertus_heil","@JuliaKloeckner",33,100,17,-0.615661475325658,0.788010753606722,"1"
"832",416,"@hubertus_heil","@JuliaKloeckner",33,100,20,-0.882947592858927,0.469471562785891,"2"
"833",417,"@hubertus_heil","@katjakipping",33,38,17,-0.615661475325658,0.788010753606722,"1"
"834",417,"@hubertus_heil","@katjakipping",33,38,21,-0.939692620785908,0.342020143325669,"2"
"835",418,"@hubertus_heil","@MartinSchulz",33,30,17,-0.615661475325658,0.788010753606722,"1"
"836",418,"@hubertus_heil","@MartinSchulz",33,30,24,-0.997564050259824,-0.0697564737441253,"2"
"837",419,"@hubertus_heil","@MGrosseBroemer",33,314,17,-0.615661475325658,0.788010753606722,"1"
"838",419,"@hubertus_heil","@MGrosseBroemer",33,314,26,-0.939692620785908,-0.342020143325669,"2"
"839",420,"@hubertus_heil","@nouripour",33,28,17,-0.615661475325658,0.788010753606722,"1"
"840",420,"@hubertus_heil","@nouripour",33,28,27,-0.882947592858927,-0.469471562785891,"2"
"841",421,"@hubertus_heil","@OlafScholz",33,38,17,-0.615661475325658,0.788010753606722,"1"
"842",421,"@hubertus_heil","@OlafScholz",33,38,29,-0.719339800338651,-0.694658370458997,"2"
"843",422,"@hubertus_heil","@peter_simone",33,64,17,-0.615661475325658,0.788010753606722,"1"
"844",422,"@hubertus_heil","@peter_simone",33,64,30,-0.615661475325658,-0.788010753606722,"2"
"845",423,"@hubertus_heil","@peteraltmaier",33,24,17,-0.615661475325658,0.788010753606722,"1"
"846",423,"@hubertus_heil","@peteraltmaier",33,24,31,-0.5,-0.866025403784438,"2"
"847",424,"@hubertus_heil","@petertauber",33,302,17,-0.615661475325658,0.788010753606722,"1"
"848",424,"@hubertus_heil","@petertauber",33,302,32,-0.374606593415912,-0.927183854566787,"2"
"849",425,"@hubertus_heil","@PetraPauMaHe",33,2,17,-0.615661475325658,0.788010753606722,"1"
