"","edgeid","author","mentioned","degree_author","weight","vertexid","x","y","order"
"285",143,"@BaerbelHoehn","@MartinSchulz",31,2,5,0.848048096156426,0.529919264233205,"1"
"286",143,"@BaerbelHoehn","@MartinSchulz",31,2,24,-0.997564050259824,-0.0697564737441253,"2"
"287",144,"@BaerbelHoehn","@MdB_Stroebele",31,6,5,0.848048096156426,0.529919264233205,"1"
"288",144,"@BaerbelHoehn","@MdB_Stroebele",31,6,25,-0.978147600733806,-0.20791169081776,"2"
"289",145,"@BaerbelHoehn","@MGrosseBroemer",31,79,5,0.848048096156426,0.529919264233205,"1"
"290",145,"@BaerbelHoehn","@MGrosseBroemer",31,79,26,-0.939692620785908,-0.342020143325669,"2"
"291",146,"@BaerbelHoehn","@nouripour",31,45,5,0.848048096156426,0.529919264233205,"1"
"292",146,"@BaerbelHoehn","@nouripour",31,45,27,-0.882947592858927,-0.469471562785891,"2"
"293",147,"@BaerbelHoehn","@oezoguz",31,6,5,0.848048096156426,0.529919264233205,"1"
"294",147,"@BaerbelHoehn","@oezoguz",31,6,28,-0.809016994374948,-0.587785252292473,"2"
"295",148,"@BaerbelHoehn","@peter_simone",31,88,5,0.848048096156426,0.529919264233205,"1"
"296",148,"@BaerbelHoehn","@peter_simone",31,88,30,-0.615661475325658,-0.788010753606722,"2"
"297",149,"@BaerbelHoehn","@peteraltmaier",31,17,5,0.848048096156426,0.529919264233205,"1"
"298",149,"@BaerbelHoehn","@peteraltmaier",31,17,31,-0.5,-0.866025403784438,"2"
"299",150,"@BaerbelHoehn","@petertauber",31,29,5,0.848048096156426,0.529919264233205,"1"
"300",150,"@BaerbelHoehn","@petertauber",31,29,32,-0.374606593415912,-0.927183854566787,"2"
"301",151,"@BaerbelHoehn","@PetraPauMaHe",31,5,5,0.848048096156426,0.529919264233205,"1"
"302",151,"@BaerbelHoehn","@PetraPauMaHe",31,5,33,-0.241921895599668,-0.970295726275996,"2"
"303",152,"@BaerbelHoehn","@Ralf_Stegner",31,14,5,0.848048096156426,0.529919264233205,"1"
"304",152,"@BaerbelHoehn","@Ralf_Stegner",31,14,35,0.0348994967025013,-0.999390827019096,"2"
"305",153,"@BaerbelHoehn","@RenateKuenast",31,120,5,0.848048096156426,0.529919264233205,"1"
"306",153,"@BaerbelHoehn","@RenateKuenast",31,120,37,0.309016994374947,-0.951056516295154,"2"
"307",154,"@BaerbelHoehn","@sigmargabriel",31,1,5,0.848048096156426,0.529919264233205,"1"
"308",154,"@BaerbelHoehn","@sigmargabriel",31,1,38,0.438371146789077,-0.898794046299167,"2"
"309",155,"@BaerbelHoehn","@ThomasOppermann",31,10,5,0.848048096156426,0.529919264233205,"1"
"310",155,"@BaerbelHoehn","@ThomasOppermann",31,10,42,0.848048096156426,-0.529919264233205,"2"
"311",156,"@BaerbelHoehn","@tsghessen",31,95,5,0.848048096156426,0.529919264233205,"1"
"312",156,"@BaerbelHoehn","@tsghessen",31,95,43,0.913545457642601,-0.4067366430758,"2"
"313",157,"@BaerbelHoehn","@Volker_Beck",31,170,5,0.848048096156426,0.529919264233205,"1"
"314",157,"@BaerbelHoehn","@Volker_Beck",31,170,44,0.961261695938319,-0.275637355816999,"2"
"315",158,"@BaerbelHoehn","@WinneHermann",31,1,5,0.848048096156426,0.529919264233205,"1"
"316",158,"@BaerbelHoehn","@WinneHermann",31,1,45,0.99026806874157,-0.139173100960066,"2"
"317",159,"@bodoramelow","@bueti",38,31,6,0.766044443118978,0.642787609686539,"1"
"318",159,"@bodoramelow","@bueti",38,31,7,0.669130606358858,0.743144825477394,"2"
"319",160,"@bodoramelow","@c_lindner",38,49,6,0.766044443118978,0.642787609686539,"1"
"320",160,"@bodoramelow","@c_lindner",38,49,8,0.559192903470747,0.829037572555042,"2"
"321",161,"@bodoramelow","@CarenLay",38,95,6,0.766044443118978,0.642787609686539,"1"
"322",161,"@bodoramelow","@CarenLay",38,95,9,0.438371146789077,0.898794046299167,"2"
"323",162,"@bodoramelow","@cem_oezdemir",38,120,6,0.766044443118978,0.642787609686539,"1"
"324",162,"@bodoramelow","@cem_oezdemir",38,120,10,0.309016994374947,0.951056516295154,"2"
"325",163,"@bodoramelow","@FlorianPronold",38,14,6,0.766044443118978,0.642787609686539,"1"
"326",163,"@bodoramelow","@FlorianPronold",38,14,12,0.0348994967025011,0.999390827019096,"2"
"327",164,"@bodoramelow","@GoeringEckardt",38,159,6,0.766044443118978,0.642787609686539,"1"
"328",164,"@bodoramelow","@GoeringEckardt",38,159,13,-0.104528463267654,0.994521895368273,"2"
"329",165,"@bodoramelow","@groehe",38,8,6,0.766044443118978,0.642787609686539,"1"
"330",165,"@bodoramelow","@groehe",38,8,14,-0.241921895599668,0.970295726275996,"2"
"331",166,"@bodoramelow","@Halina_Waw",38,58,6,0.766044443118978,0.642787609686539,"1"
"332",166,"@bodoramelow","@Halina_Waw",38,58,15,-0.374606593415912,0.927183854566787,"2"
"333",167,"@bodoramelow","@HanneloreKraft",38,14,6,0.766044443118978,0.642787609686539,"1"
"334",167,"@bodoramelow","@HanneloreKraft",38,14,16,-0.5,0.866025403784439,"2"
"335",168,"@bodoramelow","@hubertus_heil",38,54,6,0.766044443118978,0.642787609686539,"1"
"336",168,"@bodoramelow","@hubertus_heil",38,54,17,-0.615661475325658,0.788010753606722,"2"
"337",169,"@bodoramelow","@JTrittin",38,19,6,0.766044443118978,0.642787609686539,"1"
"338",169,"@bodoramelow","@JTrittin",38,19,18,-0.719339800338651,0.694658370458997,"2"
"339",170,"@bodoramelow","@juergenhardt",38,13,6,0.766044443118978,0.642787609686539,"1"
"340",170,"@bodoramelow","@juergenhardt",38,13,19,-0.809016994374947,0.587785252292473,"2"
"341",171,"@bodoramelow","@JuliaKloeckner",38,46,6,0.766044443118978,0.642787609686539,"1"
"342",171,"@bodoramelow","@JuliaKloeckner",38,46,20,-0.882947592858927,0.469471562785891,"2"
"343",172,"@bodoramelow","@katjakipping",38,236,6,0.766044443118978,0.642787609686539,"1"
"344",172,"@bodoramelow","@katjakipping",38,236,21,-0.939692620785908,0.342020143325669,"2"
"345",173,"@bodoramelow","@Markus_Soeder",38,1,6,0.766044443118978,0.642787609686539,"1"
"346",173,"@bodoramelow","@Markus_Soeder",38,1,23,-0.997564050259824,0.0697564737441255,"2"
"347",174,"@bodoramelow","@MartinSchulz",38,10,6,0.766044443118978,0.642787609686539,"1"
"348",174,"@bodoramelow","@MartinSchulz",38,10,24,-0.997564050259824,-0.0697564737441253,"2"
"349",175,"@bodoramelow","@MGrosseBroemer",38,113,6,0.766044443118978,0.642787609686539,"1"
"350",175,"@bodoramelow","@MGrosseBroemer",38,113,26,-0.939692620785908,-0.342020143325669,"2"
"351",176,"@bodoramelow","@nouripour",38,30,6,0.766044443118978,0.642787609686539,"1"
"352",176,"@bodoramelow","@nouripour",38,30,27,-0.882947592858927,-0.469471562785891,"2"
"353",177,"@bodoramelow","@oezoguz",38,3,6,0.766044443118978,0.642787609686539,"1"
"354",177,"@bodoramelow","@oezoguz",38,3,28,-0.809016994374948,-0.587785252292473,"2"
"355",178,"@bodoramelow","@OlafScholz",38,59,6,0.766044443118978,0.642787609686539,"1"
"356",178,"@bodoramelow","@OlafScholz",38,59,29,-0.719339800338651,-0.694658370458997,"2"
"357",179,"@bodoramelow","@peter_simone",38,106,6,0.766044443118978,0.642787609686539,"1"
"358",179,"@bodoramelow","@peter_simone",38,106,30,-0.615661475325658,-0.788010753606722,"2"
"359",180,"@bodoramelow","@peteraltmaier",38,20,6,0.766044443118978,0.642787609686539,"1"
"360",180,"@bodoramelow","@peteraltmaier",38,20,31,-0.5,-0.866025403784438,"2"
"361",181,"@bodoramelow","@petertauber",38,160,6,0.766044443118978,0.642787609686539,"1"
"362",181,"@bodoramelow","@petertauber",38,160,32,-0.374606593415912,-0.927183854566787,"2"
"363",182,"@bodoramelow","@PetraPauMaHe",38,178,6,0.766044443118978,0.642787609686539,"1"
"364",182,"@bodoramelow","@PetraPauMaHe",38,178,33,-0.241921895599668,-0.970295726275996,"2"
"365",183,"@bodoramelow","@Ralf_Stegner",38,81,6,0.766044443118978,0.642787609686539,"1"
"366",183,"@bodoramelow","@Ralf_Stegner",38,81,35,0.0348994967025013,-0.999390827019096,"2"
"367",184,"@bodoramelow","@RegSprecher",38,6,6,0.766044443118978,0.642787609686539,"1"
"368",184,"@bodoramelow","@RegSprecher",38,6,36,0.17364817766693,-0.984807753012208,"2"
"369",185,"@bodoramelow","@RenateKuenast",38,51,6,0.766044443118978,0.642787609686539,"1"
"370",185,"@bodoramelow","@RenateKuenast",38,51,37,0.309016994374947,-0.951056516295154,"2"
"371",186,"@bodoramelow","@sigmargabriel",38,28,6,0.766044443118978,0.642787609686539,"1"
"372",186,"@bodoramelow","@sigmargabriel",38,28,38,0.438371146789077,-0.898794046299167,"2"
"373",187,"@bodoramelow","@sven_giegold",38,2,6,0.766044443118978,0.642787609686539,"1"
"374",187,"@bodoramelow","@sven_giegold",38,2,40,0.669130606358858,-0.743144825477395,"2"
"375",188,"@bodoramelow","@SWagenknecht",38,4,6,0.766044443118978,0.642787609686539,"1"
"376",188,"@bodoramelow","@SWagenknecht",38,4,41,0.766044443118978,-0.64278760968654,"2"
"377",189,"@bodoramelow","@ThomasOppermann",38,19,6,0.766044443118978,0.642787609686539,"1"
"378",189,"@bodoramelow","@ThomasOppermann",38,19,42,0.848048096156426,-0.529919264233205,"2"
"379",190,"@bodoramelow","@tsghessen",38,242,6,0.766044443118978,0.642787609686539,"1"
"380",190,"@bodoramelow","@tsghessen",38,242,43,0.913545457642601,-0.4067366430758,"2"
"381",191,"@bodoramelow","@Volker_Beck",38,153,6,0.766044443118978,0.642787609686539,"1"
"382",191,"@bodoramelow","@Volker_Beck",38,153,44,0.961261695938319,-0.275637355816999,"2"
"383",192,"@bueti","@c_lindner",39,210,7,0.669130606358858,0.743144825477394,"1"
"384",192,"@bueti","@c_lindner",39,210,8,0.559192903470747,0.829037572555042,"2"
"385",193,"@bueti","@CarenLay",39,2,7,0.669130606358858,0.743144825477394,"1"
"386",193,"@bueti","@CarenLay",39,2,9,0.438371146789077,0.898794046299167,"2"
"387",194,"@bueti","@cem_oezdemir",39,180,7,0.669130606358858,0.743144825477394,"1"
"388",194,"@bueti","@cem_oezdemir",39,180,10,0.309016994374947,0.951056516295154,"2"
"389",195,"@bueti","@ernst_klaus",39,1,7,0.669130606358858,0.743144825477394,"1"
"390",195,"@bueti","@ernst_klaus",39,1,11,0.17364817766693,0.984807753012208,"2"
"391",196,"@bueti","@FlorianPronold",39,4,7,0.669130606358858,0.743144825477394,"1"
"392",196,"@bueti","@FlorianPronold",39,4,12,0.0348994967025011,0.999390827019096,"2"
"393",197,"@bueti","@GoeringEckardt",39,426,7,0.669130606358858,0.743144825477394,"1"
"394",197,"@bueti","@GoeringEckardt",39,426,13,-0.104528463267654,0.994521895368273,"2"
"395",198,"@bueti","@groehe",39,1,7,0.669130606358858,0.743144825477394,"1"
"396",198,"@bueti","@groehe",39,1,14,-0.241921895599668,0.970295726275996,"2"
"397",199,"@bueti","@Halina_Waw",39,2,7,0.669130606358858,0.743144825477394,"1"
"398",199,"@bueti","@Halina_Waw",39,2,15,-0.374606593415912,0.927183854566787,"2"
"399",200,"@bueti","@HanneloreKraft",39,3,7,0.669130606358858,0.743144825477394,"1"
"400",200,"@bueti","@HanneloreKraft",39,3,16,-0.5,0.866025403784439,"2"
"401",201,"@bueti","@hubertus_heil",39,8,7,0.669130606358858,0.743144825477394,"1"
"402",201,"@bueti","@hubertus_heil",39,8,17,-0.615661475325658,0.788010753606722,"2"
"403",202,"@bueti","@JTrittin",39,79,7,0.669130606358858,0.743144825477394,"1"
"404",202,"@bueti","@JTrittin",39,79,18,-0.719339800338651,0.694658370458997,"2"
"405",203,"@bueti","@juergenhardt",39,11,7,0.669130606358858,0.743144825477394,"1"
"406",203,"@bueti","@juergenhardt",39,11,19,-0.809016994374947,0.587785252292473,"2"
"407",204,"@bueti","@JuliaKloeckner",39,47,7,0.669130606358858,0.743144825477394,"1"
"408",204,"@bueti","@JuliaKloeckner",39,47,20,-0.882947592858927,0.469471562785891,"2"
"409",205,"@bueti","@katjakipping",39,3,7,0.669130606358858,0.743144825477394,"1"
"410",205,"@bueti","@katjakipping",39,3,21,-0.939692620785908,0.342020143325669,"2"
"411",206,"@bueti","@KoenigsGruen",39,3,7,0.669130606358858,0.743144825477394,"1"
"412",206,"@bueti","@KoenigsGruen",39,3,22,-0.978147600733806,0.207911690817759,"2"
"413",207,"@bueti","@MartinSchulz",39,4,7,0.669130606358858,0.743144825477394,"1"
"414",207,"@bueti","@MartinSchulz",39,4,24,-0.997564050259824,-0.0697564737441253,"2"
"415",208,"@bueti","@MGrosseBroemer",39,93,7,0.669130606358858,0.743144825477394,"1"
"416",208,"@bueti","@MGrosseBroemer",39,93,26,-0.939692620785908,-0.342020143325669,"2"
"417",209,"@bueti","@nouripour",39,237,7,0.669130606358858,0.743144825477394,"1"
"418",209,"@bueti","@nouripour",39,237,27,-0.882947592858927,-0.469471562785891,"2"
"419",210,"@bueti","@oezoguz",39,4,7,0.669130606358858,0.743144825477394,"1"
"420",210,"@bueti","@oezoguz",39,4,28,-0.809016994374948,-0.587785252292473,"2"
"421",211,"@bueti","@OlafScholz",39,50,7,0.669130606358858,0.743144825477394,"1"
"422",211,"@bueti","@OlafScholz",39,50,29,-0.719339800338651,-0.694658370458997,"2"
"423",212,"@bueti","@peter_simone",39,549,7,0.669130606358858,0.743144825477394,"1"
"424",212,"@bueti","@peter_simone",39,549,30,-0.615661475325658,-0.788010753606722,"2"
"425",213,"@bueti","@peteraltmaier",39,45,7,0.669130606358858,0.743144825477394,"1"
"426",213,"@bueti","@peteraltmaier",39,45,31,-0.5,-0.866025403784438,"2"
"427",214,"@bueti","@petertauber",39,57,7,0.669130606358858,0.743144825477394,"1"
"428",214,"@bueti","@petertauber",39,57,32,-0.374606593415912,-0.927183854566787,"2"
"429",215,"@bueti","@PetraPauMaHe",39,11,7,0.669130606358858,0.743144825477394,"1"
"430",215,"@bueti","@PetraPauMaHe",39,11,33,-0.241921895599668,-0.970295726275996,"2"
"431",216,"@bueti","@Ralf_Stegner",39,71,7,0.669130606358858,0.743144825477394,"1"
"432",216,"@bueti","@Ralf_Stegner",39,71,35,0.0348994967025013,-0.999390827019096,"2"
"433",217,"@bueti","@RegSprecher",39,7,7,0.669130606358858,0.743144825477394,"1"
"434",217,"@bueti","@RegSprecher",39,7,36,0.17364817766693,-0.984807753012208,"2"
"435",218,"@bueti","@RenateKuenast",39,139,7,0.669130606358858,0.743144825477394,"1"
"436",218,"@bueti","@RenateKuenast",39,139,37,0.309016994374947,-0.951056516295154,"2"
"437",219,"@bueti","@sigmargabriel",39,31,7,0.669130606358858,0.743144825477394,"1"
"438",219,"@bueti","@sigmargabriel",39,31,38,0.438371146789077,-0.898794046299167,"2"
"439",220,"@bueti","@SteinbachErika",39,1,7,0.669130606358858,0.743144825477394,"1"
"440",220,"@bueti","@SteinbachErika",39,1,39,0.559192903470747,-0.829037572555042,"2"
"441",221,"@bueti","@sven_giegold",39,44,7,0.669130606358858,0.743144825477394,"1"
"442",221,"@bueti","@sven_giegold",39,44,40,0.669130606358858,-0.743144825477395,"2"
"443",222,"@bueti","@ThomasOppermann",39,26,7,0.669130606358858,0.743144825477394,"1"
"444",222,"@bueti","@ThomasOppermann",39,26,42,0.848048096156426,-0.529919264233205,"2"
"445",223,"@bueti","@tsghessen",39,88,7,0.669130606358858,0.743144825477394,"1"
"446",223,"@bueti","@tsghessen",39,88,43,0.913545457642601,-0.4067366430758,"2"
"447",224,"@bueti","@Volker_Beck",39,304,7,0.669130606358858,0.743144825477394,"1"
"448",224,"@bueti","@Volker_Beck",39,304,44,0.961261695938319,-0.275637355816999,"2"
"449",225,"@c_lindner","@CarenLay",37,13,8,0.559192903470747,0.829037572555042,"1"
"450",225,"@c_lindner","@CarenLay",37,13,9,0.438371146789077,0.898794046299167,"2"
"451",226,"@c_lindner","@cem_oezdemir",37,49,8,0.559192903470747,0.829037572555042,"1"
"452",226,"@c_lindner","@cem_oezdemir",37,49,10,0.309016994374947,0.951056516295154,"2"
"453",227,"@c_lindner","@ernst_klaus",37,1,8,0.559192903470747,0.829037572555042,"1"
"454",227,"@c_lindner","@ernst_klaus",37,1,11,0.17364817766693,0.984807753012208,"2"
"455",228,"@c_lindner","@FlorianPronold",37,22,8,0.559192903470747,0.829037572555042,"1"
"456",228,"@c_lindner","@FlorianPronold",37,22,12,0.0348994967025011,0.999390827019096,"2"
"457",229,"@c_lindner","@GoeringEckardt",37,606,8,0.559192903470747,0.829037572555042,"1"
"458",229,"@c_lindner","@GoeringEckardt",37,606,13,-0.104528463267654,0.994521895368273,"2"
"459",230,"@c_lindner","@groehe",37,3,8,0.559192903470747,0.829037572555042,"1"
"460",230,"@c_lindner","@groehe",37,3,14,-0.241921895599668,0.970295726275996,"2"
"461",231,"@c_lindner","@Halina_Waw",37,7,8,0.559192903470747,0.829037572555042,"1"
"462",231,"@c_lindner","@Halina_Waw",37,7,15,-0.374606593415912,0.927183854566787,"2"
"463",232,"@c_lindner","@HanneloreKraft",37,51,8,0.559192903470747,0.829037572555042,"1"
"464",232,"@c_lindner","@HanneloreKraft",37,51,16,-0.5,0.866025403784439,"2"
"465",233,"@c_lindner","@hubertus_heil",37,48,8,0.559192903470747,0.829037572555042,"1"
"466",233,"@c_lindner","@hubertus_heil",37,48,17,-0.615661475325658,0.788010753606722,"2"
"467",234,"@c_lindner","@JTrittin",37,98,8,0.559192903470747,0.829037572555042,"1"
"468",234,"@c_lindner","@JTrittin",37,98,18,-0.719339800338651,0.694658370458997,"2"
"469",235,"@c_lindner","@juergenhardt",37,41,8,0.559192903470747,0.829037572555042,"1"
"470",235,"@c_lindner","@juergenhardt",37,41,19,-0.809016994374947,0.587785252292473,"2"
"471",236,"@c_lindner","@JuliaKloeckner",37,271,8,0.559192903470747,0.829037572555042,"1"
"472",236,"@c_lindner","@JuliaKloeckner",37,271,20,-0.882947592858927,0.469471562785891,"2"
"473",237,"@c_lindner","@katjakipping",37,279,8,0.559192903470747,0.829037572555042,"1"
"474",237,"@c_lindner","@katjakipping",37,279,21,-0.939692620785908,0.342020143325669,"2"
"475",238,"@c_lindner","@MartinSchulz",37,10,8,0.559192903470747,0.829037572555042,"1"
"476",238,"@c_lindner","@MartinSchulz",37,10,24,-0.997564050259824,-0.0697564737441253,"2"
"477",239,"@c_lindner","@MGrosseBroemer",37,370,8,0.559192903470747,0.829037572555042,"1"
"478",239,"@c_lindner","@MGrosseBroemer",37,370,26,-0.939692620785908,-0.342020143325669,"2"
"479",240,"@c_lindner","@nouripour",37,54,8,0.559192903470747,0.829037572555042,"1"
"480",240,"@c_lindner","@nouripour",37,54,27,-0.882947592858927,-0.469471562785891,"2"
"481",241,"@c_lindner","@oezoguz",37,6,8,0.559192903470747,0.829037572555042,"1"
"482",241,"@c_lindner","@oezoguz",37,6,28,-0.809016994374948,-0.587785252292473,"2"
"483",242,"@c_lindner","@OlafScholz",37,22,8,0.559192903470747,0.829037572555042,"1"
"484",242,"@c_lindner","@OlafScholz",37,22,29,-0.719339800338651,-0.694658370458997,"2"
"485",243,"@c_lindner","@peter_simone",37,86,8,0.559192903470747,0.829037572555042,"1"
"486",243,"@c_lindner","@peter_simone",37,86,30,-0.615661475325658,-0.788010753606722,"2"
"487",244,"@c_lindner","@peteraltmaier",37,46,8,0.559192903470747,0.829037572555042,"1"
"488",244,"@c_lindner","@peteraltmaier",37,46,31,-0.5,-0.866025403784438,"2"
"489",245,"@c_lindner","@petertauber",37,454,8,0.559192903470747,0.829037572555042,"1"
"490",245,"@c_lindner","@petertauber",37,454,32,-0.374606593415912,-0.927183854566787,"2"
"491",246,"@c_lindner","@PetraPauMaHe",37,17,8,0.559192903470747,0.829037572555042,"1"
"492",246,"@c_lindner","@PetraPauMaHe",37,17,33,-0.241921895599668,-0.970295726275996,"2"
"493",247,"@c_lindner","@Ralf_Stegner",37,293,8,0.559192903470747,0.829037572555042,"1"
"494",247,"@c_lindner","@Ralf_Stegner",37,293,35,0.0348994967025013,-0.999390827019096,"2"
"495",248,"@c_lindner","@RegSprecher",37,7,8,0.559192903470747,0.829037572555042,"1"
"496",248,"@c_lindner","@RegSprecher",37,7,36,0.17364817766693,-0.984807753012208,"2"
"497",249,"@c_lindner","@RenateKuenast",37,992,8,0.559192903470747,0.829037572555042,"1"
"498",249,"@c_lindner","@RenateKuenast",37,992,37,0.309016994374947,-0.951056516295154,"2"
"499",250,"@c_lindner","@sigmargabriel",37,31,8,0.559192903470747,0.829037572555042,"1"
"500",250,"@c_lindner","@sigmargabriel",37,31,38,0.438371146789077,-0.898794046299167,"2"
"501",251,"@c_lindner","@SteinbachErika",37,2,8,0.559192903470747,0.829037572555042,"1"
"502",251,"@c_lindner","@SteinbachErika",37,2,39,0.559192903470747,-0.829037572555042,"2"
"503",252,"@c_lindner","@ThomasOppermann",37,477,8,0.559192903470747,0.829037572555042,"1"
"504",252,"@c_lindner","@ThomasOppermann",37,477,42,0.848048096156426,-0.529919264233205,"2"
"505",253,"@c_lindner","@tsghessen",37,181,8,0.559192903470747,0.829037572555042,"1"
"506",253,"@c_lindner","@tsghessen",37,181,43,0.913545457642601,-0.4067366430758,"2"
"507",254,"@c_lindner","@Volker_Beck",37,854,8,0.559192903470747,0.829037572555042,"1"
"508",254,"@c_lindner","@Volker_Beck",37,854,44,0.961261695938319,-0.275637355816999,"2"
"509",255,"@CarenLay","@cem_oezdemir",32,15,9,0.438371146789077,0.898794046299167,"1"
"510",255,"@CarenLay","@cem_oezdemir",32,15,10,0.309016994374947,0.951056516295154,"2"
"511",256,"@CarenLay","@GoeringEckardt",32,19,9,0.438371146789077,0.898794046299167,"1"
"512",256,"@CarenLay","@GoeringEckardt",32,19,13,-0.104528463267654,0.994521895368273,"2"
"513",257,"@CarenLay","@groehe",32,2,9,0.438371146789077,0.898794046299167,"1"
"514",257,"@CarenLay","@groehe",32,2,14,-0.241921895599668,0.970295726275996,"2"
"515",258,"@CarenLay","@Halina_Waw",32,10,9,0.438371146789077,0.898794046299167,"1"
"516",258,"@CarenLay","@Halina_Waw",32,10,15,-0.374606593415912,0.927183854566787,"2"
"517",259,"@CarenLay","@HanneloreKraft",32,4,9,0.438371146789077,0.898794046299167,"1"
"518",259,"@CarenLay","@HanneloreKraft",32,4,16,-0.5,0.866025403784439,"2"
"519",260,"@CarenLay","@hubertus_heil",32,8,9,0.438371146789077,0.898794046299167,"1"
"520",260,"@CarenLay","@hubertus_heil",32,8,17,-0.615661475325658,0.788010753606722,"2"
"521",261,"@CarenLay","@JTrittin",32,4,9,0.438371146789077,0.898794046299167,"1"
"522",261,"@CarenLay","@JTrittin",32,4,18,-0.719339800338651,0.694658370458997,"2"
"523",262,"@CarenLay","@juergenhardt",32,2,9,0.438371146789077,0.898794046299167,"1"
"524",262,"@CarenLay","@juergenhardt",32,2,19,-0.809016994374947,0.587785252292473,"2"
"525",263,"@CarenLay","@JuliaKloeckner",32,2,9,0.438371146789077,0.898794046299167,"1"
"526",263,"@CarenLay","@JuliaKloeckner",32,2,20,-0.882947592858927,0.469471562785891,"2"
"527",264,"@CarenLay","@katjakipping",32,81,9,0.438371146789077,0.898794046299167,"1"
"528",264,"@CarenLay","@katjakipping",32,81,21,-0.939692620785908,0.342020143325669,"2"
"529",265,"@CarenLay","@MGrosseBroemer",32,30,9,0.438371146789077,0.898794046299167,"1"
"530",265,"@CarenLay","@MGrosseBroemer",32,30,26,-0.939692620785908,-0.342020143325669,"2"
"531",266,"@CarenLay","@nouripour",32,14,9,0.438371146789077,0.898794046299167,"1"
"532",266,"@CarenLay","@nouripour",32,14,27,-0.882947592858927,-0.469471562785891,"2"
"533",267,"@CarenLay","@OlafScholz",32,2,9,0.438371146789077,0.898794046299167,"1"
"534",267,"@CarenLay","@OlafScholz",32,2,29,-0.719339800338651,-0.694658370458997,"2"
"535",268,"@CarenLay","@peter_simone",32,15,9,0.438371146789077,0.898794046299167,"1"
"536",268,"@CarenLay","@peter_simone",32,15,30,-0.615661475325658,-0.788010753606722,"2"
"537",269,"@CarenLay","@peteraltmaier",32,19,9,0.438371146789077,0.898794046299167,"1"
"538",269,"@CarenLay","@peteraltmaier",32,19,31,-0.5,-0.866025403784438,"2"
"539",270,"@CarenLay","@petertauber",32,15,9,0.438371146789077,0.898794046299167,"1"
"540",270,"@CarenLay","@petertauber",32,15,32,-0.374606593415912,-0.927183854566787,"2"
"541",271,"@CarenLay","@PetraPauMaHe",32,37,9,0.438371146789077,0.898794046299167,"1"
"542",271,"@CarenLay","@PetraPauMaHe",32,37,33,-0.241921895599668,-0.970295726275996,"2"
"543",272,"@CarenLay","@Ralf_Stegner",32,4,9,0.438371146789077,0.898794046299167,"1"
"544",272,"@CarenLay","@Ralf_Stegner",32,4,35,0.0348994967025013,-0.999390827019096,"2"
"545",273,"@CarenLay","@RegSprecher",32,1,9,0.438371146789077,0.898794046299167,"1"
"546",273,"@CarenLay","@RegSprecher",32,1,36,0.17364817766693,-0.984807753012208,"2"
"547",274,"@CarenLay","@RenateKuenast",32,31,9,0.438371146789077,0.898794046299167,"1"
"548",274,"@CarenLay","@RenateKuenast",32,31,37,0.309016994374947,-0.951056516295154,"2"
"549",275,"@CarenLay","@sigmargabriel",32,3,9,0.438371146789077,0.898794046299167,"1"
"550",275,"@CarenLay","@sigmargabriel",32,3,38,0.438371146789077,-0.898794046299167,"2"
"551",276,"@CarenLay","@SteinbachErika",32,2,9,0.438371146789077,0.898794046299167,"1"
"552",276,"@CarenLay","@SteinbachErika",32,2,39,0.559192903470747,-0.829037572555042,"2"
"553",277,"@CarenLay","@SWagenknecht",32,3,9,0.438371146789077,0.898794046299167,"1"
"554",277,"@CarenLay","@SWagenknecht",32,3,41,0.766044443118978,-0.64278760968654,"2"
"555",278,"@CarenLay","@ThomasOppermann",32,10,9,0.438371146789077,0.898794046299167,"1"
"556",278,"@CarenLay","@ThomasOppermann",32,10,42,0.848048096156426,-0.529919264233205,"2"
"557",279,"@CarenLay","@tsghessen",32,17,9,0.438371146789077,0.898794046299167,"1"
"558",279,"@CarenLay","@tsghessen",32,17,43,0.913545457642601,-0.4067366430758,"2"
"559",280,"@CarenLay","@Volker_Beck",32,92,9,0.438371146789077,0.898794046299167,"1"
"560",280,"@CarenLay","@Volker_Beck",32,92,44,0.961261695938319,-0.275637355816999,"2"
"561",281,"@cem_oezdemir","@ernst_klaus",40,1,10,0.309016994374947,0.951056516295154,"1"
"562",281,"@cem_oezdemir","@ernst_klaus",40,1,11,0.17364817766693,0.984807753012208,"2"
"563",282,"@cem_oezdemir","@FlorianPronold",40,13,10,0.309016994374947,0.951056516295154,"1"
"564",282,"@cem_oezdemir","@FlorianPronold",40,13,12,0.0348994967025011,0.999390827019096,"2"
"565",283,"@cem_oezdemir","@GoeringEckardt",40,1813,10,0.309016994374947,0.951056516295154,"1"
"566",283,"@cem_oezdemir","@GoeringEckardt",40,1813,13,-0.104528463267654,0.994521895368273,"2"
"567",284,"@cem_oezdemir","@groehe",40,3,10,0.309016994374947,0.951056516295154,"1"
"568",284,"@cem_oezdemir","@groehe",40,3,14,-0.241921895599668,0.970295726275996,"2"
"569",285,"@cem_oezdemir","@Halina_Waw",40,10,10,0.309016994374947,0.951056516295154,"1"
"570",285,"@cem_oezdemir","@Halina_Waw",40,10,15,-0.374606593415912,0.927183854566787,"2"
"571",286,"@cem_oezdemir","@HanneloreKraft",40,6,10,0.309016994374947,0.951056516295154,"1"
"572",286,"@cem_oezdemir","@HanneloreKraft",40,6,16,-0.5,0.866025403784439,"2"
